2010-03-05,Alma,79,,360,,98,,380,,120,,400,,98,,380,,68,,300,
2010-03-05,Körte,219,,500,,298,,780,,360,,580,,440,,680,,198,,698,
2010-03-05,Szőlő,598,,1000,,780,,1200,,880,,980,,1180,,1380,,580,,1200,
2010-03-05,Földieper,980,,1200,,,,,,1480,,1600,,1580,,1980,,780,,1520,
2010-03-05,Málna,7840,,11040,,,,,,,,,,,,,,,10000,,
2010-03-05,Sárgadinnye,850,,980,,,,,,,780,,,,,,,240,,698,
2010-03-05,Görögdinnye,480,,800,,,,,,,,,,,,,,,500,,
2010-03-05,Ribizli,7040,,7840,,,,,,,,,,,,,,,,,
2010-03-05,Ringló,980,,1200,,,,,,,,,,,,,,,,,
2010-03-05,Citrom,198,,500,,,398,,,380,,450,,399,,598,,248,,598,
2010-03-05,Narancs,148,,500,,168,,248,,170,,400,,198,,398,,148,,448,
2010-03-05,Mandarin,149,,600,,199,,499,,380,,580,,398,,598,,298,,648,
2010-03-05,Banán,198,,400,,268,,298,,300,,348,,,398,,,198,,398,
2010-03-05,Sertéscomb,898,,1098,,938,,1140,,960,,1300,,,1050,,,1000,,1300,
2010-03-05,Sertéskaraj,990,,1199,,1099,,1198,,1020,,1400,,1200,,1280,,998,,1400,
2010-03-05,Sertéslapocka,898,,1050,,938,,1140,,960,,1150,,,1020,,,1000,,1300,
2010-03-05,Csirkecomb,399,,599,,658,,895,,600,,650,,499,,749,,399,,960,
2010-03-05,Csirkemell,730,,900,,948,,1360,,800,,1250,,890,,1100,,799,,1290,
2010-03-05,Marhalábszár,1390,,1590,,1498,,1758,,1600,,1890,,,1650,,,1350,,1800,
2010-03-05,Marhafelsál,1590,,1700,,1598,,1800,,1700,,1980,,,1950,,,1750,,1800,
2010-03-09,Sárgarépa,148,,248,,98,,300,,170,,200,,148,,298,,98,,300,
2010-03-09,Gyökér,198,,980,,298,,800,,300,,680,,598,,880,,98,,700,
2010-03-09,Zeller(csomó),200,,498,,298,,600,,300,,400,,248,,398,,150,,200,
2010-03-09,Burgonya,80,,130,,98,,200,,100,,120,,128,,198,,68,,250,
2010-03-09,Vöröshagyma,140,,198,,168,,280,,128,,200,,148,,198,,100,,200,
2010-03-09,Paradicsom,99,,1280,,448,,1200,,480,,980,,498,,1100,,280,,980,
2010-03-09,Paprika,299,,1200,,548,,980,,480,,980,,698,,1100,,98,,980,
2010-03-09,Karfiol,280,,480,,499,,580,,400,,480,,398,,499,,148,,500,
2010-03-09,Karalábé (db),120,,198,,120,,200,,160,,180,,99,,198,,120,,200,
2010-03-09,Fejes káposzta,119,,148,,128,,200,,80,,150,,148,,180,,98,,200,
2010-03-09,Kelkáposzta,200,,340,,298,,500,,240,,400,,248,,298,,198,,300,
2010-03-09,Fejes saláta (db),140,,240,,149,,280,,,240,,,168,,248,,160,,200,
2010-03-09,Uborka,298,,780,,698,,798,,500,,680,,480,,880,,600,,800,
2010-03-09,Retek (csomó),60,,200,,50,,230,,100,,360,,149,,399,,90,,200,
2010-03-09,Spenót,299,,780,,700,,800,,,800,,,399,,498,,480,,800,
2010-03-09,Tök,198,,380,,,,,,240,,300,,,580,,,,,,
2010-03-09,Gomba,299,,980,,398,,600,,480,,500,,480,,498,,398,,700,
2010-03-09,Alma,78,,300,,108,,360,,120,,400,,88,,380,,68,,300,
2010-03-09,Körte,198,,500,,298,,680,,360,,580,,498,,680,,198,,698,
2010-03-09,Szőlő,398,,1200,,780,,1200,,500,,1180,,498,,1180,,580,,1200,
2010-03-09,Földieper,498,,1920,,1298,,1950,,,1200,,,1498,,1580,,680,,1300,
2010-03-09,Málna,6000,,11040,,,,,,,,,,,,,,,10000,,
2010-03-09,Sárgadinnye,750,,980,,,,,,,780,,,,599,,,298,,800,
